Indonesia 0
88	165
81	167
82	166
82	167
82	168
83	165
83	166
83	167
84	153
84	154
84	165
84	166
84	167
85	154
85	155
85	156
85	164
85	165
85	166
85	167
86	155
86	156
86	157
86	162
86	163
86	164
86	165
86	166
86	167
86	168
86	173
87	155
87	156
87	157
87	158
87	162
87	163
87	164
87	165
87	166
87	167
87	170
87	171
87	172
88	156
88	157
88	158
88	159
88	162
88	163
88	164
88	166
88	167
88	170
88	171
89	156
89	157
89	158
89	159
89	160
89	163
89	164
89	165
89	166
89	167
89	169
89	170
90	157
90	158
90	159
90	160
90	163
90	164
90	165
90	166
90	169
90	170
91	158
91	159
91	160
91	161
91	164
91	165
91	169
91	170
92	159
92	160
92	161
92	162
92	169
92	171
93	160
93	161
93	162
94	161
94	162
94	166
94	167
95	164
95	165
95	166
95	167
95	168
95	169
96	165
96	166
96	167
XXX
New Guinea 1
84	182
79	174
79	175
79	176
79	180
79	181
80	174
80	175
80	176
80	180
80	181
80	182
81	175
81	176
81	177
81	179
81	180
81	181
81	182
81	183
81	184
82	175
82	176
82	177
82	178
82	179
82	180
82	181
82	182
82	183
82	184
82	185
82	186
83	178
83	179
83	180
83	181
83	182
83	183
83	184
83	185
83	186
84	179
84	180
84	181
84	183
84	184
84	185
84	186
84	187
85	179
85	180
85	181
85	182
85	183
85	184
85	185
85	186
85	187
86	179
86	180
86	181
86	182
86	183
86	184
86	185
86	186
86	187
87	181
87	182
87	183
87	184
87	186
87	187
87	188
88	187
88	188
XXX
Western Australia 2
106	174
115	166
116	167
115	168
116	167
115	167
114	167
114	168
114	169
115	169
114	169
113	168
113	169
113	167
112	167
112	166
111	166
111	166
110	165
110	166
109	165
109	164
109	164
107	164
108	164
107	164
106	164
106	164
105	164
105	163
104	163
105	164
104	164
104	164
103	164
103	165
104	165
105	165
106	165
107	165
108	165
109	166
108	166
107	166
107	166
106	166
105	166
105	166
104	166
103	166
103	166
102	166
102	167
103	167
104	167
105	167
106	167
107	167
108	167
109	167
110	167
111	167
101	168
102	168
103	168
104	168
105	168
106	168
107	168
108	168
109	168
110	168
111	168
112	168
100	169
101	169
102	169
103	169
104	169
105	169
106	169
107	169
108	169
109	169
111	169
110	169
112	169
99	170
98	170
101	170
100	170
102	170
103	170
104	170
105	170
106	170
107	170
108	170
109	170
110	170
111	170
112	170
113	170
114	170
113	171
112	171
112	171
111	171
110	171
109	171
108	171
108	171
106	171
107	171
105	171
105	171
104	171
103	171
102	171
101	171
100	171
100	171
99	171
98	172
97	172
97	173
96	173
96	174
97	176
96	176
96	175
96	176
95	176
95	176
95	176
95	176
94	176
104	176
104	175
104	174
104	173
104	172
103	172
103	173
103	174
103	175
103	176
102	176
102	175
102	174
102	173
102	172
101	172
100	172
101	173
101	174
101	175
101	176
100	176
100	175
100	174
100	173
99	172
99	173
99	173
98	173
98	174
98	174
97	174
97	175
98	175
98	176
99	176
99	175
99	174
105	178
105	179
105	180
105	181
105	182
105	183
105	184
105	185
112	185
111	185
110	185
109	185
108	185
108	185
106	185
107	185
107	184
107	183
107	182
107	181
107	180
107	179
107	178
108	177
107	176
107	177
108	175
107	174
107	173
108	172
106	172
107	172
105	172
105	173
106	173
105	174
106	174
106	175
105	175
105	176
105	177
106	176
106	177
106	178
106	179
106	180
106	181
106	182
106	183
106	184
107	175
114	171
114	172
114	172
113	172
112	172
111	172
111	172
109	172
110	172
108	173
108	174
109	174
109	173
110	173
110	174
111	173
111	174
113	173
112	174
112	173
111	175
110	175
109	175
109	176
109	176
108	176
110	176
111	176
111	177
111	178
111	179
111	180
111	181
111	182
111	183
111	184
112	184
113	184
114	184
113	183
113	182
112	182
112	183
112	181
110	181
110	182
110	183
110	184
109	184
108	184
108	183
110	183
109	182
109	183
108	182
108	181
108	180
108	179
108	178
110	177
109	177
109	178
110	178
110	179
110	180
109	179
109	180
109	181
110	181
95	174
95	175
98	171
XXX
Eastern Australia 3
102	187
114	186
114	186
115	186
114	186
113	186
116	186
116	187
116	187
116	188
116	189
116	190
116	191
116	192
117	190
117	189
117	188
116	192
114	191
115	191
115	192
115	192
113	192
114	192
115	187
115	187
114	188
114	187
115	188
115	190
115	190
114	189
115	189
114	190
103	178
102	178
101	178
100	178
99	178
98	178
97	178
96	178
95	178
94	178
93	178
94	179
93	180
93	179
94	182
94	182
94	181
94	182
93	181
93	182
94	180
95	179
95	180
95	181
97	181
97	181
97	180
96	180
97	180
96	181
96	179
97	179
98	179
100	179
99	179
102	180
102	180
103	180
103	179
102	179
102	179
102	179
101	180
101	179
115	193
114	193
113	193
113	194
113	194
113	193
112	194
112	193
112	192
112	191
113	191
113	190
112	190
112	189
113	189
113	188
113	187
112	187
112	188
111	188
111	187
110	187
110	188
109	188
109	187
108	187
108	188
107	188
107	187
106	187
106	188
105	188
105	187
104	187
104	188
104	188
102	187
103	188
101	186
100	185
100	185
99	184
98	183
97	182
98	182
98	181
98	180
99	180
100	180
100	181
99	181
99	182
100	182
100	183
99	183
100	184
101	184
102	184
103	184
103	183
103	182
103	181
102	181
102	182
102	183
101	183
101	183
101	181
101	182
103	187
103	187
103	185
103	186
102	186
102	185
102	185
101	185
96	182
98	183
98	183
97	183
98	184
99	185
100	186
100	186
99	186
98	186
98	187
100	187
99	187
99	188
99	189
99	190
99	192
99	191
99	191
98	190
98	191
99	189
98	189
98	188
97	188
97	189
97	187
96	187
96	188
96	189
95	188
95	187
94	187
95	188
94	188
93	188
96	189
96	189
96	189
96	189
95	189
111	192
111	192
110	192
109	192
109	192
108	192
111	189
111	190
111	191
111	191
110	190
110	189
110	192
110	191
110	191
109	191
109	190
109	189
109	189
109	190
108	191
108	190
108	190
108	189
107	189
